text,label
"In my mind, I cut myself yesterday but I keep going",RISK_HIGH
"In my mind, I wish I could disappear and I don’t know what to do",RISK_LOW
"Recently, I cut myself yesterday",RISK_HIGH
"To be honest, Life is meaningless and I have no reason to go on I just feel so lost",RISK_HIGH
"Recently, I am struggling a lot and feel lost",AMBIGUOUS
"To be honest, Everything is fine I just feel so lost",SAFE
"Recently, I plan to take pills tonight to sleep forever but I’m trying to stay strong",RISK_HIGH
"Honestly, I am struggling a lot and feel lost but I’m trying to stay strong",AMBIGUOUS
"Lately, I am struggling a lot and feel lost but I hope things get better",AMBIGUOUS
I think Life is meaningless and I have no reason to go on but I’m trying to stay strong,RISK_HIGH
I think I feel so hopeless and want to end it all I just feel so lost,RISK_HIGH
"Recently, I wish I could disappear but I hope things get better",RISK_LOW
"Recently, Sometimes I think about hurting myself but I’m trying to stay strong",RISK_LOW
"Honestly, I am doing well and happy and I can’t talk to anyone about it",SAFE
"Lately, I am depressed but trying to cope but I keep going",AMBIGUOUS
"Honestly, I am depressed but trying to cope and I don’t know what to do",AMBIGUOUS
"Lately, I am depressed but trying to cope but I keep going",AMBIGUOUS
I think I am doing well and happy,SAFE
"Recently, Life is meaningless and I have no reason to go on but I keep going",RISK_HIGH
I think I wish I could disappear and I don’t know what to do,RISK_LOW
"To be honest, I plan to take pills tonight to sleep forever but I keep going",RISK_HIGH
"In my mind, I cut myself yesterday but I hope things get better",RISK_HIGH
"In my mind, I wish I could disappear but I keep going",RISK_LOW
"To be honest, I feel so hopeless and want to end it all and I can’t talk to anyone about it",RISK_HIGH
"Sometimes, Sometimes I think about hurting myself I just feel so lost",RISK_LOW
"Sometimes, I am struggling a lot and feel lost but I’m trying to stay strong",AMBIGUOUS
"Recently, Life is meaningless and I have no reason to go on but I’m trying to stay strong",RISK_HIGH
"Sometimes, I cut myself yesterday and I don’t know what to do",RISK_HIGH
"In my mind, I plan to take pills tonight to sleep forever I just feel so lost",RISK_HIGH
"Sometimes, I am doing well and happy and I don’t know what to do",SAFE
I think Everything is fine but I hope things get better,SAFE
"Lately, I feel so hopeless and want to end it all and I can’t talk to anyone about it",RISK_HIGH
"Recently, I am depressed but trying to cope but I hope things get better",AMBIGUOUS
"Recently, I am depressed but trying to cope but I keep going",AMBIGUOUS
"In my mind, I wish I could disappear but I’m trying to stay strong",RISK_LOW
"Lately, I cut myself yesterday and I can’t talk to anyone about it",RISK_HIGH
"In my mind, I am doing well and happy I just feel so lost",SAFE
"Honestly, I wish I could disappear I just feel so lost",RISK_LOW
"In my mind, I feel so hopeless and want to end it all I just feel so lost",RISK_HIGH
"To be honest, I feel so hopeless and want to end it all I just feel so lost",RISK_HIGH
"Honestly, I am struggling a lot and feel lost",AMBIGUOUS
"Lately, I feel so hopeless and want to end it all but I keep going",RISK_HIGH
"Honestly, I feel so hopeless and want to end it all and I don’t know what to do",RISK_HIGH
I think I cut myself yesterday,RISK_HIGH
"Recently, I feel so hopeless and want to end it all and I can’t talk to anyone about it",RISK_HIGH
"Honestly, I wish I could disappear",RISK_LOW
"Sometimes, I wish I could disappear I just feel so lost",RISK_LOW
"To be honest, I feel so hopeless and want to end it all I just feel so lost",RISK_HIGH
"To be honest, I am doing well and happy but I keep going",SAFE
I think Life is meaningless and I have no reason to go on and I don’t know what to do,RISK_HIGH
"Lately, I wish I could disappear but I’m trying to stay strong",RISK_LOW
"In my mind, I cut myself yesterday but I keep going",RISK_HIGH
"Sometimes, I wish I could disappear and I can’t talk to anyone about it",RISK_LOW
"In my mind, I am depressed but trying to cope but I keep going",AMBIGUOUS
I think Sometimes I think about hurting myself,RISK_LOW
"Honestly, I feel so hopeless and want to end it all and I can’t talk to anyone about it",RISK_HIGH
"Honestly, Everything is fine and I can’t talk to anyone about it",SAFE
I think I wish I could disappear I just feel so lost,RISK_LOW
"Sometimes, Life is meaningless and I have no reason to go on I just feel so lost",RISK_HIGH
I think I feel so hopeless and want to end it all but I hope things get better,RISK_HIGH
I think I am doing well and happy,SAFE
"Sometimes, I plan to take pills tonight to sleep forever I just feel so lost",RISK_HIGH
"In my mind, I feel so hopeless and want to end it all but I keep going",RISK_HIGH
"Honestly, I cut myself yesterday",RISK_HIGH
"In my mind, I plan to take pills tonight to sleep forever and I don’t know what to do",RISK_HIGH
"Recently, Everything is fine but I’m trying to stay strong",SAFE
"To be honest, I cut myself yesterday but I’m trying to stay strong",RISK_HIGH
"Recently, I am doing well and happy but I keep going",SAFE
"To be honest, Life is meaningless and I have no reason to go on and I don’t know what to do",RISK_HIGH
"Recently, I cut myself yesterday but I keep going",RISK_HIGH
"Sometimes, I am doing well and happy but I’m trying to stay strong",SAFE
"In my mind, Sometimes I think about hurting myself",RISK_LOW
"Sometimes, Life is meaningless and I have no reason to go on",RISK_HIGH
"To be honest, I am depressed but trying to cope but I hope things get better",AMBIGUOUS
I think I wish I could disappear and I can’t talk to anyone about it,RISK_LOW
I think I feel so hopeless and want to end it all but I’m trying to stay strong,RISK_HIGH
"Honestly, I cut myself yesterday",RISK_HIGH
"Sometimes, Life is meaningless and I have no reason to go on I just feel so lost",RISK_HIGH
"To be honest, I wish I could disappear but I keep going",RISK_LOW
"In my mind, I wish I could disappear and I don’t know what to do",RISK_LOW
"Sometimes, Life is meaningless and I have no reason to go on but I’m trying to stay strong",RISK_HIGH
"Sometimes, I am depressed but trying to cope but I keep going",AMBIGUOUS
I think I plan to take pills tonight to sleep forever but I keep going,RISK_HIGH
"Recently, Life is meaningless and I have no reason to go on but I keep going",RISK_HIGH
"Lately, I am depressed but trying to cope and I can’t talk to anyone about it",AMBIGUOUS
"Sometimes, Life is meaningless and I have no reason to go on and I can’t talk to anyone about it",RISK_HIGH
"Recently, I am depressed but trying to cope and I don’t know what to do",AMBIGUOUS
"Recently, I cut myself yesterday I just feel so lost",RISK_HIGH
"Recently, Everything is fine but I keep going",SAFE
"To be honest, I cut myself yesterday and I can’t talk to anyone about it",RISK_HIGH
I think Everything is fine but I keep going,SAFE
"Recently, I feel so hopeless and want to end it all and I don’t know what to do",RISK_HIGH
"Lately, I feel so hopeless and want to end it all I just feel so lost",RISK_HIGH
"Honestly, I am doing well and happy I just feel so lost",SAFE
"To be honest, Everything is fine I just feel so lost",SAFE
"To be honest, I plan to take pills tonight to sleep forever and I can’t talk to anyone about it",RISK_HIGH
"Honestly, Life is meaningless and I have no reason to go on but I hope things get better",RISK_HIGH
"In my mind, I feel so hopeless and want to end it all but I hope things get better",RISK_HIGH
"Honestly, I am doing well and happy but I keep going",SAFE
"In my mind, I am struggling a lot and feel lost and I can’t talk to anyone about it",AMBIGUOUS
"Honestly, I cut myself yesterday I just feel so lost",RISK_HIGH
"Recently, I cut myself yesterday but I’m trying to stay strong",RISK_HIGH
I think Sometimes I think about hurting myself but I hope things get better,RISK_LOW
"In my mind, I am depressed but trying to cope I just feel so lost",AMBIGUOUS
"Lately, I wish I could disappear but I’m trying to stay strong",RISK_LOW
"Lately, Sometimes I think about hurting myself and I can’t talk to anyone about it",RISK_LOW
I think I feel so hopeless and want to end it all I just feel so lost,RISK_HIGH
"Recently, I am depressed but trying to cope but I’m trying to stay strong",AMBIGUOUS
"Lately, I am struggling a lot and feel lost and I can’t talk to anyone about it",AMBIGUOUS
I think Life is meaningless and I have no reason to go on and I don’t know what to do,RISK_HIGH
I think I feel so hopeless and want to end it all I just feel so lost,RISK_HIGH
"Sometimes, I wish I could disappear and I don’t know what to do",RISK_LOW
"Recently, I wish I could disappear but I hope things get better",RISK_LOW
"Lately, I feel so hopeless and want to end it all I just feel so lost",RISK_HIGH
"Sometimes, I wish I could disappear I just feel so lost",RISK_LOW
"Lately, I wish I could disappear and I can’t talk to anyone about it",RISK_LOW
"Honestly, I feel so hopeless and want to end it all and I can’t talk to anyone about it",RISK_HIGH
I think I am doing well and happy but I hope things get better,SAFE
"To be honest, I cut myself yesterday but I hope things get better",RISK_HIGH
"Honestly, I feel so hopeless and want to end it all but I hope things get better",RISK_HIGH
"Honestly, I feel so hopeless and want to end it all and I can’t talk to anyone about it",RISK_HIGH
"Recently, Everything is fine I just feel so lost",SAFE
"Recently, I wish I could disappear and I don’t know what to do",RISK_LOW
"To be honest, I am struggling a lot and feel lost but I keep going",AMBIGUOUS
I think I cut myself yesterday but I keep going,RISK_HIGH
"Sometimes, I feel so hopeless and want to end it all but I hope things get better",RISK_HIGH
"In my mind, I am doing well and happy and I don’t know what to do",SAFE
"To be honest, Everything is fine and I don’t know what to do",SAFE
"Lately, Everything is fine but I hope things get better",SAFE
"Lately, I am doing well and happy but I hope things get better",SAFE
"Recently, Life is meaningless and I have no reason to go on I just feel so lost",RISK_HIGH
"In my mind, Sometimes I think about hurting myself I just feel so lost",RISK_LOW
"Honestly, I am doing well and happy and I can’t talk to anyone about it",SAFE
I think I plan to take pills tonight to sleep forever and I don’t know what to do,RISK_HIGH
"In my mind, I plan to take pills tonight to sleep forever I just feel so lost",RISK_HIGH
"Recently, I am doing well and happy and I don’t know what to do",SAFE
"In my mind, Life is meaningless and I have no reason to go on",RISK_HIGH
I think Sometimes I think about hurting myself and I can’t talk to anyone about it,RISK_LOW
"Honestly, I wish I could disappear and I don’t know what to do",RISK_LOW
"Honestly, Life is meaningless and I have no reason to go on but I’m trying to stay strong",RISK_HIGH
I think Everything is fine I just feel so lost,SAFE
"Honestly, I wish I could disappear but I hope things get better",RISK_LOW
"Sometimes, I wish I could disappear but I’m trying to stay strong",RISK_LOW
"In my mind, I am struggling a lot and feel lost",AMBIGUOUS
I think Sometimes I think about hurting myself but I keep going,RISK_LOW
"Honestly, I am depressed but trying to cope and I don’t know what to do",AMBIGUOUS
"Honestly, I am depressed but trying to cope but I’m trying to stay strong",AMBIGUOUS
"Honestly, I plan to take pills tonight to sleep forever but I’m trying to stay strong",RISK_HIGH
"Lately, I plan to take pills tonight to sleep forever and I can’t talk to anyone about it",RISK_HIGH
"To be honest, Life is meaningless and I have no reason to go on but I hope things get better",RISK_HIGH
"Lately, I cut myself yesterday and I don’t know what to do",RISK_HIGH
"Honestly, I feel so hopeless and want to end it all and I don’t know what to do",RISK_HIGH
"Sometimes, Sometimes I think about hurting myself I just feel so lost",RISK_LOW
"Sometimes, Sometimes I think about hurting myself but I’m trying to stay strong",RISK_LOW
"In my mind, I feel so hopeless and want to end it all but I hope things get better",RISK_HIGH
"Sometimes, I am struggling a lot and feel lost but I keep going",AMBIGUOUS
"Honestly, Everything is fine and I can’t talk to anyone about it",SAFE
"Lately, I am depressed but trying to cope and I can’t talk to anyone about it",AMBIGUOUS
"Honestly, I feel so hopeless and want to end it all but I keep going",RISK_HIGH
"Honestly, Sometimes I think about hurting myself but I hope things get better",RISK_LOW
"Sometimes, I plan to take pills tonight to sleep forever but I hope things get better",RISK_HIGH
"Recently, Life is meaningless and I have no reason to go on and I don’t know what to do",RISK_HIGH
"In my mind, I wish I could disappear but I’m trying to stay strong",RISK_LOW
I think Everything is fine but I keep going,SAFE
I think Everything is fine and I don’t know what to do,SAFE
"Sometimes, Life is meaningless and I have no reason to go on and I don’t know what to do",RISK_HIGH
I think I am doing well and happy but I’m trying to stay strong,SAFE
"Sometimes, I wish I could disappear but I’m trying to stay strong",RISK_LOW
"Honestly, I am struggling a lot and feel lost and I can’t talk to anyone about it",AMBIGUOUS
I think I am struggling a lot and feel lost and I don’t know what to do,AMBIGUOUS
"In my mind, I cut myself yesterday I just feel so lost",RISK_HIGH
"Lately, I am doing well and happy and I can’t talk to anyone about it",SAFE
"Recently, Sometimes I think about hurting myself",RISK_LOW
"In my mind, I feel so hopeless and want to end it all and I can’t talk to anyone about it",RISK_HIGH
"Lately, Life is meaningless and I have no reason to go on but I’m trying to stay strong",RISK_HIGH
"To be honest, Sometimes I think about hurting myself but I’m trying to stay strong",RISK_LOW
I think I plan to take pills tonight to sleep forever I just feel so lost,RISK_HIGH
I think I feel so hopeless and want to end it all and I don’t know what to do,RISK_HIGH
"Sometimes, I cut myself yesterday I just feel so lost",RISK_HIGH
"In my mind, I cut myself yesterday I just feel so lost",RISK_HIGH
"Recently, I wish I could disappear",RISK_LOW
"Recently, Everything is fine and I can’t talk to anyone about it",SAFE
I think Everything is fine I just feel so lost,SAFE
"To be honest, I feel so hopeless and want to end it all and I don’t know what to do",RISK_HIGH
"In my mind, I feel so hopeless and want to end it all but I’m trying to stay strong",RISK_HIGH
I think I am depressed but trying to cope,AMBIGUOUS
"Recently, I am struggling a lot and feel lost but I keep going",AMBIGUOUS
"Recently, I wish I could disappear and I don’t know what to do",RISK_LOW
"Sometimes, I cut myself yesterday but I hope things get better",RISK_HIGH
"To be honest, I am depressed but trying to cope",AMBIGUOUS
I think I feel so hopeless and want to end it all but I hope things get better,RISK_HIGH
I think I am struggling a lot and feel lost,AMBIGUOUS
"In my mind, I am struggling a lot and feel lost",AMBIGUOUS
"Honestly, I plan to take pills tonight to sleep forever but I keep going",RISK_HIGH
"To be honest, I wish I could disappear but I hope things get better",RISK_LOW
"Recently, Life is meaningless and I have no reason to go on I just feel so lost",RISK_HIGH
I think I feel so hopeless and want to end it all,RISK_HIGH
"Sometimes, I feel so hopeless and want to end it all but I’m trying to stay strong",RISK_HIGH
"To be honest, Life is meaningless and I have no reason to go on and I can’t talk to anyone about it",RISK_HIGH
"Lately, I plan to take pills tonight to sleep forever",RISK_HIGH
"In my mind, Life is meaningless and I have no reason to go on and I don’t know what to do",RISK_HIGH
"Lately, I plan to take pills tonight to sleep forever I just feel so lost",RISK_HIGH
I think I feel so hopeless and want to end it all and I can’t talk to anyone about it,RISK_HIGH
"Honestly, I feel so hopeless and want to end it all I just feel so lost",RISK_HIGH
"In my mind, Life is meaningless and I have no reason to go on",RISK_HIGH
"Sometimes, I cut myself yesterday but I’m trying to stay strong",RISK_HIGH
"In my mind, I am doing well and happy but I’m trying to stay strong",SAFE
"Lately, Life is meaningless and I have no reason to go on and I can’t talk to anyone about it",RISK_HIGH
"Sometimes, I am struggling a lot and feel lost but I keep going",AMBIGUOUS
I think Everything is fine but I hope things get better,SAFE
"Recently, I wish I could disappear but I’m trying to stay strong",RISK_LOW
"Sometimes, Sometimes I think about hurting myself but I hope things get better",RISK_LOW
"Recently, I plan to take pills tonight to sleep forever but I’m trying to stay strong",RISK_HIGH
"Lately, I am struggling a lot and feel lost but I’m trying to stay strong",AMBIGUOUS
"Honestly, I am doing well and happy but I’m trying to stay strong",SAFE
"In my mind, I plan to take pills tonight to sleep forever but I hope things get better",RISK_HIGH
"To be honest, I feel so hopeless and want to end it all but I keep going",RISK_HIGH
I think Everything is fine but I hope things get better,SAFE
"Sometimes, Everything is fine but I keep going",SAFE
"To be honest, I am doing well and happy and I don’t know what to do",SAFE
"Recently, Everything is fine but I’m trying to stay strong",SAFE
"Sometimes, Sometimes I think about hurting myself and I don’t know what to do",RISK_LOW
"Lately, I am struggling a lot and feel lost and I don’t know what to do",AMBIGUOUS
"Lately, Life is meaningless and I have no reason to go on I just feel so lost",RISK_HIGH
"Lately, I wish I could disappear",RISK_LOW
"Honestly, Life is meaningless and I have no reason to go on but I’m trying to stay strong",RISK_HIGH
"In my mind, I feel so hopeless and want to end it all but I hope things get better",RISK_HIGH
"Recently, I plan to take pills tonight to sleep forever",RISK_HIGH
"Honestly, Life is meaningless and I have no reason to go on I just feel so lost",RISK_HIGH
"In my mind, I wish I could disappear and I don’t know what to do",RISK_LOW
"Recently, I plan to take pills tonight to sleep forever I just feel so lost",RISK_HIGH
"Sometimes, Life is meaningless and I have no reason to go on and I don’t know what to do",RISK_HIGH
"In my mind, Life is meaningless and I have no reason to go on but I’m trying to stay strong",RISK_HIGH
"Recently, I am doing well and happy but I hope things get better",SAFE
"Honestly, I am depressed but trying to cope but I keep going",AMBIGUOUS
"Recently, Sometimes I think about hurting myself I just feel so lost",RISK_LOW
"Sometimes, I am doing well and happy and I can’t talk to anyone about it",SAFE
"Honestly, Life is meaningless and I have no reason to go on I just feel so lost",RISK_HIGH
"Honestly, Sometimes I think about hurting myself and I don’t know what to do",RISK_LOW
"To be honest, Life is meaningless and I have no reason to go on I just feel so lost",RISK_HIGH
I think I am doing well and happy I just feel so lost,SAFE
I think I wish I could disappear but I’m trying to stay strong,RISK_LOW
"Recently, Sometimes I think about hurting myself and I can’t talk to anyone about it",RISK_LOW
I think Sometimes I think about hurting myself but I’m trying to stay strong,RISK_LOW
"Honestly, Everything is fine but I keep going",SAFE
"Honestly, I am depressed but trying to cope I just feel so lost",AMBIGUOUS
"Sometimes, Sometimes I think about hurting myself but I’m trying to stay strong",RISK_LOW
"Recently, Life is meaningless and I have no reason to go on",RISK_HIGH
"Lately, I am doing well and happy and I don’t know what to do",SAFE
"Sometimes, I am depressed but trying to cope but I’m trying to stay strong",AMBIGUOUS
"In my mind, Sometimes I think about hurting myself but I hope things get better",RISK_LOW
"Honestly, Everything is fine I just feel so lost",SAFE
I think Sometimes I think about hurting myself but I’m trying to stay strong,RISK_LOW
"Recently, Everything is fine I just feel so lost",SAFE
"Sometimes, I feel so hopeless and want to end it all",RISK_HIGH
"Recently, Everything is fine and I can’t talk to anyone about it",SAFE
"To be honest, I cut myself yesterday but I’m trying to stay strong",RISK_HIGH
I think I feel so hopeless and want to end it all but I’m trying to stay strong,RISK_HIGH
"In my mind, I wish I could disappear but I hope things get better",RISK_LOW
"In my mind, I am doing well and happy and I can’t talk to anyone about it",SAFE
"Honestly, Life is meaningless and I have no reason to go on but I’m trying to stay strong",RISK_HIGH
"Sometimes, Everything is fine I just feel so lost",SAFE
"Sometimes, I wish I could disappear and I can’t talk to anyone about it",RISK_LOW
"Sometimes, I am depressed but trying to cope I just feel so lost",AMBIGUOUS
"Sometimes, Life is meaningless and I have no reason to go on but I’m trying to stay strong",RISK_HIGH
"Sometimes, I am struggling a lot and feel lost but I hope things get better",AMBIGUOUS
"Sometimes, I feel so hopeless and want to end it all but I keep going",RISK_HIGH
"To be honest, Life is meaningless and I have no reason to go on and I don’t know what to do",RISK_HIGH
"To be honest, I am depressed but trying to cope but I keep going",AMBIGUOUS
"Recently, I plan to take pills tonight to sleep forever but I’m trying to stay strong",RISK_HIGH
"Recently, I plan to take pills tonight to sleep forever but I hope things get better",RISK_HIGH
"Sometimes, I am doing well and happy but I hope things get better",SAFE
"Recently, I feel so hopeless and want to end it all but I keep going",RISK_HIGH
"Recently, Everything is fine and I can’t talk to anyone about it",SAFE
"Sometimes, Life is meaningless and I have no reason to go on and I don’t know what to do",RISK_HIGH
I think I cut myself yesterday but I keep going,RISK_HIGH
"Honestly, I am doing well and happy and I don’t know what to do",SAFE
"To be honest, Life is meaningless and I have no reason to go on and I don’t know what to do",RISK_HIGH
"Sometimes, I plan to take pills tonight to sleep forever",RISK_HIGH
"Sometimes, I am depressed but trying to cope but I hope things get better",AMBIGUOUS
"To be honest, I wish I could disappear but I hope things get better",RISK_LOW
I think I am struggling a lot and feel lost but I hope things get better,AMBIGUOUS
"Honestly, I am doing well and happy and I can’t talk to anyone about it",SAFE
"Honestly, Life is meaningless and I have no reason to go on and I don’t know what to do",RISK_HIGH
"Honestly, I cut myself yesterday but I hope things get better",RISK_HIGH
"Lately, Everything is fine",SAFE
"To be honest, Everything is fine and I can’t talk to anyone about it",SAFE
"To be honest, I plan to take pills tonight to sleep forever but I keep going",RISK_HIGH
"Lately, I plan to take pills tonight to sleep forever but I keep going",RISK_HIGH
"Recently, Everything is fine I just feel so lost",SAFE
"Recently, Sometimes I think about hurting myself but I hope things get better",RISK_LOW
"Lately, Life is meaningless and I have no reason to go on but I keep going",RISK_HIGH
"In my mind, I am doing well and happy I just feel so lost",SAFE
I think I plan to take pills tonight to sleep forever and I can’t talk to anyone about it,RISK_HIGH
"Honestly, I am struggling a lot and feel lost but I hope things get better",AMBIGUOUS
"In my mind, I cut myself yesterday and I don’t know what to do",RISK_HIGH
"Sometimes, Everything is fine",SAFE
I think I am depressed but trying to cope and I don’t know what to do,AMBIGUOUS
"To be honest, I wish I could disappear but I keep going",RISK_LOW
"To be honest, I cut myself yesterday but I’m trying to stay strong",RISK_HIGH
"Recently, I am struggling a lot and feel lost I just feel so lost",AMBIGUOUS
"To be honest, I am doing well and happy but I’m trying to stay strong",SAFE
"Recently, Sometimes I think about hurting myself and I can’t talk to anyone about it",RISK_LOW
"In my mind, I am doing well and happy and I don’t know what to do",SAFE
I think Sometimes I think about hurting myself but I hope things get better,RISK_LOW
"In my mind, I am depressed but trying to cope I just feel so lost",AMBIGUOUS
"Honestly, I feel so hopeless and want to end it all but I keep going",RISK_HIGH
"In my mind, I wish I could disappear but I’m trying to stay strong",RISK_LOW
"Sometimes, Life is meaningless and I have no reason to go on but I keep going",RISK_HIGH
"Lately, I am struggling a lot and feel lost",AMBIGUOUS
"Lately, Sometimes I think about hurting myself",RISK_LOW
"Honestly, I wish I could disappear but I keep going",RISK_LOW
"Sometimes, Sometimes I think about hurting myself and I don’t know what to do",RISK_LOW
"Lately, I am depressed but trying to cope but I hope things get better",AMBIGUOUS
"In my mind, I cut myself yesterday and I can’t talk to anyone about it",RISK_HIGH
"In my mind, I wish I could disappear and I don’t know what to do",RISK_LOW
"Sometimes, I plan to take pills tonight to sleep forever and I don’t know what to do",RISK_HIGH
"In my mind, Sometimes I think about hurting myself",RISK_LOW
"Honestly, I am depressed but trying to cope but I’m trying to stay strong",AMBIGUOUS
I think I wish I could disappear,RISK_LOW
"Lately, I plan to take pills tonight to sleep forever and I can’t talk to anyone about it",RISK_HIGH
"Lately, Sometimes I think about hurting myself but I hope things get better",RISK_LOW
"In my mind, I am depressed but trying to cope but I keep going",AMBIGUOUS
"To be honest, Sometimes I think about hurting myself and I can’t talk to anyone about it",RISK_LOW
"Honestly, I cut myself yesterday but I’m trying to stay strong",RISK_HIGH
"Honestly, I am depressed but trying to cope and I can’t talk to anyone about it",AMBIGUOUS
"To be honest, Sometimes I think about hurting myself and I can’t talk to anyone about it",RISK_LOW
"Lately, I plan to take pills tonight to sleep forever I just feel so lost",RISK_HIGH
"Honestly, Life is meaningless and I have no reason to go on I just feel so lost",RISK_HIGH
I think I am struggling a lot and feel lost but I keep going,AMBIGUOUS
"Honestly, I wish I could disappear and I don’t know what to do",RISK_LOW
"Lately, I am doing well and happy and I don’t know what to do",SAFE
I think Sometimes I think about hurting myself but I’m trying to stay strong,RISK_LOW
"Recently, I am doing well and happy but I hope things get better",SAFE
"To be honest, Everything is fine and I can’t talk to anyone about it",SAFE
"Sometimes, Life is meaningless and I have no reason to go on but I hope things get better",RISK_HIGH
"Sometimes, I am depressed but trying to cope and I can’t talk to anyone about it",AMBIGUOUS
"Honestly, I am doing well and happy",SAFE
I think I plan to take pills tonight to sleep forever but I’m trying to stay strong,RISK_HIGH
"Lately, I cut myself yesterday and I don’t know what to do",RISK_HIGH
"Honestly, I feel so hopeless and want to end it all but I keep going",RISK_HIGH
"In my mind, I am struggling a lot and feel lost",AMBIGUOUS
"Honestly, Everything is fine I just feel so lost",SAFE
"In my mind, Everything is fine but I keep going",SAFE
"Honestly, I wish I could disappear but I keep going",RISK_LOW
"Lately, I cut myself yesterday but I keep going",RISK_HIGH
"In my mind, Life is meaningless and I have no reason to go on and I can’t talk to anyone about it",RISK_HIGH
"Honestly, I am doing well and happy and I can’t talk to anyone about it",SAFE
"Sometimes, I cut myself yesterday and I can’t talk to anyone about it",RISK_HIGH
"Recently, Sometimes I think about hurting myself and I can’t talk to anyone about it",RISK_LOW
"Honestly, Life is meaningless and I have no reason to go on and I can’t talk to anyone about it",RISK_HIGH
I think I am depressed but trying to cope but I hope things get better,AMBIGUOUS
"Recently, Everything is fine but I hope things get better",SAFE
"Honestly, I am struggling a lot and feel lost but I’m trying to stay strong",AMBIGUOUS
"To be honest, I am struggling a lot and feel lost and I don’t know what to do",AMBIGUOUS
"Recently, Sometimes I think about hurting myself and I don’t know what to do",RISK_LOW
I think I am struggling a lot and feel lost but I’m trying to stay strong,AMBIGUOUS
"In my mind, Everything is fine but I keep going",SAFE
"In my mind, I wish I could disappear",RISK_LOW
"Honestly, I feel so hopeless and want to end it all but I hope things get better",RISK_HIGH
"Recently, I wish I could disappear and I can’t talk to anyone about it",RISK_LOW
"Honestly, I wish I could disappear but I’m trying to stay strong",RISK_LOW
"Lately, I am struggling a lot and feel lost and I can’t talk to anyone about it",AMBIGUOUS
"In my mind, I am depressed but trying to cope and I don’t know what to do",AMBIGUOUS
"To be honest, Sometimes I think about hurting myself and I don’t know what to do",RISK_LOW
"Sometimes, I cut myself yesterday and I don’t know what to do",RISK_HIGH
"To be honest, I cut myself yesterday and I can’t talk to anyone about it",RISK_HIGH
I think I feel so hopeless and want to end it all but I’m trying to stay strong,RISK_HIGH
"In my mind, I wish I could disappear but I keep going",RISK_LOW
"Recently, I am doing well and happy but I’m trying to stay strong",SAFE
"Sometimes, I plan to take pills tonight to sleep forever but I keep going",RISK_HIGH
I think I cut myself yesterday but I keep going,RISK_HIGH
"In my mind, I wish I could disappear but I hope things get better",RISK_LOW
"In my mind, Sometimes I think about hurting myself",RISK_LOW
"Sometimes, I am doing well and happy but I keep going",SAFE
"Recently, I feel so hopeless and want to end it all and I can’t talk to anyone about it",RISK_HIGH
"Honestly, I am depressed but trying to cope but I hope things get better",AMBIGUOUS
I think Life is meaningless and I have no reason to go on I just feel so lost,RISK_HIGH
"Recently, I wish I could disappear but I’m trying to stay strong",RISK_LOW
"Sometimes, I plan to take pills tonight to sleep forever and I don’t know what to do",RISK_HIGH
I think I am doing well and happy I just feel so lost,SAFE
"Honestly, I am doing well and happy but I hope things get better",SAFE
"Honestly, I am depressed but trying to cope",AMBIGUOUS
"To be honest, I wish I could disappear",RISK_LOW
"Recently, Life is meaningless and I have no reason to go on I just feel so lost",RISK_HIGH
"To be honest, Sometimes I think about hurting myself",RISK_LOW
"Lately, I am doing well and happy and I don’t know what to do",SAFE
"In my mind, I wish I could disappear I just feel so lost",RISK_LOW
"Honestly, I cut myself yesterday I just feel so lost",RISK_HIGH
"Lately, I am doing well and happy but I keep going",SAFE
"Honestly, Sometimes I think about hurting myself and I don’t know what to do",RISK_LOW
"Recently, I am doing well and happy and I can’t talk to anyone about it",SAFE
"Honestly, Sometimes I think about hurting myself but I’m trying to stay strong",RISK_LOW
I think I am depressed but trying to cope I just feel so lost,AMBIGUOUS
"Honestly, I wish I could disappear I just feel so lost",RISK_LOW
I think I am depressed but trying to cope but I’m trying to stay strong,AMBIGUOUS
I think I cut myself yesterday and I don’t know what to do,RISK_HIGH
"In my mind, I am doing well and happy but I hope things get better",SAFE
"Sometimes, I am struggling a lot and feel lost and I don’t know what to do",AMBIGUOUS
"Lately, Everything is fine but I keep going",SAFE
"Recently, I am struggling a lot and feel lost and I don’t know what to do",AMBIGUOUS
"Honestly, Everything is fine and I don’t know what to do",SAFE
"Recently, Sometimes I think about hurting myself but I keep going",RISK_LOW
"Recently, I wish I could disappear but I keep going",RISK_LOW
"Honestly, I cut myself yesterday and I don’t know what to do",RISK_HIGH
I think Sometimes I think about hurting myself I just feel so lost,RISK_LOW
"To be honest, Everything is fine I just feel so lost",SAFE
"Honestly, Sometimes I think about hurting myself",RISK_LOW
"Recently, I feel so hopeless and want to end it all I just feel so lost",RISK_HIGH
I think I am depressed but trying to cope but I hope things get better,AMBIGUOUS
"In my mind, Everything is fine and I don’t know what to do",SAFE
"In my mind, I feel so hopeless and want to end it all I just feel so lost",RISK_HIGH
I think Everything is fine but I hope things get better,SAFE
"Recently, Sometimes I think about hurting myself I just feel so lost",RISK_LOW
"Honestly, Everything is fine but I hope things get better",SAFE
I think I am struggling a lot and feel lost but I’m trying to stay strong,AMBIGUOUS
"Honestly, I feel so hopeless and want to end it all but I keep going",RISK_HIGH
"Lately, I am doing well and happy and I can’t talk to anyone about it",SAFE
